type,name,pruned_on,sparsity,module,activation_diff
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.2.self_attn.o_proj,0.5709
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.2.post_attention_layernorm,7.4430
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.2.mlp.gate_proj,11.9511
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.2.mlp.up_proj,10.5176
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.2.mlp.down_proj,0.6279
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.3.input_layernorm,13.5522
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.3.self_attn.q_proj,16.8507
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.3.self_attn.k_proj,13.3704
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.3.self_attn.v_proj,3.2685
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.3.self_attn.o_proj,0.3294
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.3.post_attention_layernorm,8.3270
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.3.mlp.gate_proj,13.7312
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.3.mlp.up_proj,11.3952
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.3.mlp.down_proj,0.9048
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.4.input_layernorm,12.8045
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.4.self_attn.q_proj,16.9189
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.4.self_attn.k_proj,14.4308
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.4.self_attn.v_proj,3.2656
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.4.self_attn.o_proj,0.5084
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.4.post_attention_layernorm,8.7549
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.4.mlp.gate_proj,15.4023
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.4.mlp.up_proj,11.6287
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.4.mlp.down_proj,1.2393
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.5.input_layernorm,16.2346
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.5.self_attn.q_proj,25.9962
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.5.self_attn.k_proj,15.7213
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.5.self_attn.v_proj,3.0091
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.5.self_attn.o_proj,0.5203
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.5.post_attention_layernorm,9.2924
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.5.mlp.gate_proj,15.4312
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.5.mlp.up_proj,11.7727
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.5.mlp.down_proj,1.2978
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.6.input_layernorm,15.1189
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.6.self_attn.q_proj,19.0989
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.6.self_attn.k_proj,15.3783
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.6.self_attn.v_proj,3.4035
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.6.self_attn.o_proj,0.6068
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.6.post_attention_layernorm,10.1933
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.6.mlp.gate_proj,17.9429
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.6.mlp.up_proj,13.0880
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.6.mlp.down_proj,1.5992
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.7.input_layernorm,15.5585
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.7.self_attn.q_proj,20.0190
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.7.self_attn.k_proj,17.6979
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.7.self_attn.v_proj,3.8398
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.7.self_attn.o_proj,0.5557
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.7.post_attention_layernorm,10.3036
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.7.mlp.gate_proj,17.7261
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.7.mlp.up_proj,13.4596
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.7.mlp.down_proj,1.7936
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.8.input_layernorm,17.9941
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.8.self_attn.q_proj,26.4353
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.8.self_attn.k_proj,20.1052
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.8.self_attn.v_proj,4.6685
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.8.self_attn.o_proj,0.9312
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.8.post_attention_layernorm,11.2674
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.8.mlp.gate_proj,19.1207
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.8.mlp.up_proj,14.6711
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.8.mlp.down_proj,2.0450
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.9.input_layernorm,16.8430
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.9.self_attn.q_proj,22.1168
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.9.self_attn.k_proj,16.0659
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.9.self_attn.v_proj,6.1266
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.9.self_attn.o_proj,0.7013
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.9.post_attention_layernorm,10.9931
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.9.mlp.gate_proj,18.9786
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.9.mlp.up_proj,14.4735
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.9.mlp.down_proj,2.0978
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.10.input_layernorm,19.8526
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.10.self_attn.q_proj,30.2581
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.10.self_attn.k_proj,25.5425
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.10.self_attn.v_proj,5.1697
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.10.self_attn.o_proj,1.0642
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.10.post_attention_layernorm,12.0631
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.10.mlp.gate_proj,19.9480
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.10.mlp.up_proj,15.5830
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.10.mlp.down_proj,2.0787
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.11.input_layernorm,19.8426
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.11.self_attn.q_proj,25.5210
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.11.self_attn.k_proj,24.1898
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.11.self_attn.v_proj,6.3397
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.11.self_attn.o_proj,0.7765
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.11.post_attention_layernorm,12.6695
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.11.mlp.gate_proj,20.6542
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.11.mlp.up_proj,16.8054
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.11.mlp.down_proj,2.3346
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.12.input_layernorm,18.8446
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.12.self_attn.q_proj,21.2559
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.12.self_attn.k_proj,17.6633
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.12.self_attn.v_proj,7.1784
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.12.self_attn.o_proj,0.9877
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.12.post_attention_layernorm,12.9329
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.12.mlp.gate_proj,21.8810
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.12.mlp.up_proj,17.6025
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.12.mlp.down_proj,2.6352
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.13.input_layernorm,22.3199
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.13.self_attn.q_proj,27.4115
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.13.self_attn.k_proj,27.5760
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.13.self_attn.v_proj,7.1448
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.13.self_attn.o_proj,1.1837
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.13.post_attention_layernorm,13.5277
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.13.mlp.gate_proj,23.3616
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.13.mlp.up_proj,18.2851
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.13.mlp.down_proj,2.6009
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.14.input_layernorm,22.9790
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.14.self_attn.q_proj,29.1410
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.14.self_attn.k_proj,29.9109
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.14.self_attn.v_proj,7.2015
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.14.self_attn.o_proj,0.8637
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.14.post_attention_layernorm,15.0686
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.14.mlp.gate_proj,28.5677
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.14.mlp.up_proj,20.4920
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.14.mlp.down_proj,3.2058
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.15.input_layernorm,22.7675
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.15.self_attn.q_proj,27.3406
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.15.self_attn.k_proj,20.2931
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.15.self_attn.v_proj,7.8860
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.15.self_attn.o_proj,2.5342
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.15.post_attention_layernorm,15.9495
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.15.mlp.gate_proj,29.8113
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.15.mlp.up_proj,21.0385
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.15.mlp.down_proj,3.7262
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.16.input_layernorm,24.7680
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.16.self_attn.q_proj,28.7985
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.16.self_attn.k_proj,23.4169
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.16.self_attn.v_proj,8.8478
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.16.self_attn.o_proj,1.5699
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.16.post_attention_layernorm,16.8751
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.16.mlp.gate_proj,31.8000
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.16.mlp.up_proj,22.6575
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.16.mlp.down_proj,3.5884
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.17.input_layernorm,24.3028
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.17.self_attn.q_proj,24.5570
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.17.self_attn.k_proj,26.5985
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.17.self_attn.v_proj,7.9938
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.17.self_attn.o_proj,0.9778
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.17.post_attention_layernorm,17.5301
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.17.mlp.gate_proj,31.7074
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.17.mlp.up_proj,23.6395
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.17.mlp.down_proj,3.5771
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.18.input_layernorm,24.2168
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.18.self_attn.q_proj,24.2575
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.18.self_attn.k_proj,30.4656
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.18.self_attn.v_proj,9.9845
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.18.self_attn.o_proj,0.7507
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.18.post_attention_layernorm,16.6520
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.18.mlp.gate_proj,29.3906
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.18.mlp.up_proj,22.2043
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.18.mlp.down_proj,3.3198
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.19.input_layernorm,23.3735
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.19.self_attn.q_proj,24.2127
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.19.self_attn.k_proj,25.5748
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.19.self_attn.v_proj,10.8947
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.19.self_attn.o_proj,1.3062
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.19.post_attention_layernorm,16.3897
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.19.mlp.gate_proj,29.3763
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.19.mlp.up_proj,22.1731
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.19.mlp.down_proj,2.8964
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.20.input_layernorm,23.2546
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.20.self_attn.q_proj,23.5209
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.20.self_attn.k_proj,28.7465
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.20.self_attn.v_proj,9.4313
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.20.self_attn.o_proj,1.1485
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.20.post_attention_layernorm,15.9544
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.20.mlp.gate_proj,28.1553
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.20.mlp.up_proj,21.4699
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.20.mlp.down_proj,2.8419
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.21.input_layernorm,21.9312
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.21.self_attn.q_proj,21.7514
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.21.self_attn.k_proj,22.9508
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.21.self_attn.v_proj,9.1389
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.21.self_attn.o_proj,0.6787
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.21.post_attention_layernorm,15.7304
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.21.mlp.gate_proj,28.3141
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.21.mlp.up_proj,21.3258
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.21.mlp.down_proj,2.8774
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.22.input_layernorm,21.9043
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.22.self_attn.q_proj,21.1381
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.22.self_attn.k_proj,26.4988
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.22.self_attn.v_proj,10.9318
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.22.self_attn.o_proj,1.1800
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.22.post_attention_layernorm,15.0330
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.22.mlp.gate_proj,25.7535
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.22.mlp.up_proj,19.8165
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.22.mlp.down_proj,2.4316
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.23.input_layernorm,20.3709
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.23.self_attn.q_proj,20.2126
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.23.self_attn.k_proj,22.6999
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.23.self_attn.v_proj,9.8460
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.23.self_attn.o_proj,0.7991
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.23.post_attention_layernorm,14.4268
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.23.mlp.gate_proj,24.3657
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.23.mlp.up_proj,18.5642
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.23.mlp.down_proj,2.1157
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.24.input_layernorm,20.1661
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.24.self_attn.q_proj,20.6582
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.24.self_attn.k_proj,23.0579
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.24.self_attn.v_proj,11.7190
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.24.self_attn.o_proj,1.0290
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.24.post_attention_layernorm,14.0872
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.24.mlp.gate_proj,23.5490
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.24.mlp.up_proj,18.2243
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.24.mlp.down_proj,2.2805
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.25.input_layernorm,19.5189
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.25.self_attn.q_proj,20.1530
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.25.self_attn.k_proj,19.2810
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.25.self_attn.v_proj,11.3249
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.25.self_attn.o_proj,1.1521
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.25.post_attention_layernorm,13.8044
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.25.mlp.gate_proj,23.5323
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.25.mlp.up_proj,17.8110
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.25.mlp.down_proj,2.2053
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.26.input_layernorm,18.8632
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.26.self_attn.q_proj,20.7069
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.26.self_attn.k_proj,23.5761
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.26.self_attn.v_proj,9.6940
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.26.self_attn.o_proj,1.4991
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.26.post_attention_layernorm,14.2589
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.26.mlp.gate_proj,24.8255
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.26.mlp.up_proj,18.6782
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.26.mlp.down_proj,2.6825
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.27.input_layernorm,19.6117
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.27.self_attn.q_proj,20.3288
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.27.self_attn.k_proj,26.3176
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.27.self_attn.v_proj,14.7517
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.27.self_attn.o_proj,2.3135
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.27.post_attention_layernorm,13.8457
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.27.mlp.gate_proj,24.0389
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.27.mlp.up_proj,18.7000
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.27.mlp.down_proj,2.9541
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.28.input_layernorm,17.8197
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.28.self_attn.q_proj,19.5308
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.28.self_attn.k_proj,19.5016
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.28.self_attn.v_proj,9.1336
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.28.self_attn.o_proj,1.1916
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.28.post_attention_layernorm,14.2262
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.28.mlp.gate_proj,25.8437
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.28.mlp.up_proj,19.5602
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.28.mlp.down_proj,3.7656
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.29.input_layernorm,17.8312
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.29.self_attn.q_proj,21.8576
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.29.self_attn.k_proj,18.7896
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.29.self_attn.v_proj,11.7578
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.29.self_attn.o_proj,2.7812
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.29.post_attention_layernorm,14.5294
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.29.mlp.gate_proj,27.1905
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.29.mlp.up_proj,21.4171
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.29.mlp.down_proj,4.7961
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.30.input_layernorm,18.5565
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.30.self_attn.q_proj,20.0404
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.30.self_attn.k_proj,23.1931
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.30.self_attn.v_proj,16.0489
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.30.self_attn.o_proj,2.9150
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.30.post_attention_layernorm,14.3887
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.30.mlp.gate_proj,29.3801
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.30.mlp.up_proj,22.6708
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.30.mlp.down_proj,9.6924
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.31.input_layernorm,15.6168
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.31.self_attn.q_proj,18.7154
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.31.self_attn.k_proj,17.4413
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.31.self_attn.v_proj,11.9397
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.31.self_attn.o_proj,6.0318
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.31.post_attention_layernorm,13.1133
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.31.mlp.gate_proj,34.9965
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.31.mlp.up_proj,27.7256
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.layers.31.mlp.down_proj,58.7600
pruned,Llama-3.1-8b-Instruct,HTT,50pct,model.norm,60.1600
pruned,Llama-3.1-8b-Instruct,HTT,50pct,lm_head,501.9480
pruned,Llama-3.1-8b-Instruct,PST,25pct,model.embed_tokens,0.9918
pruned,Llama-3.1-8b-Instruct,PST,25pct,model.layers.0.input_layernorm,11.5557
pruned,Llama-3.1-8b-Instruct,PST,25pct,model.layers.0.self_attn.q_proj,29.3567
pruned,Llama-3.1-8b-Instruct,PST,25pct,model.layers.0.self_attn.k_proj,27.7055
pruned,Llama-3.1-8b-Instruct,PST,25pct,model.layers.0.self_attn.v_proj,1.8067
pruned,Llama-3.1-8b-Instruct,PST,25pct,model.layers.0.self_attn.o_proj,0.4171
pruned,Llama-3.1-8b-Instruct,PST,25pct,model.layers.0.post_attention_layernorm,10.5554
pruned,Llama-3.1-8b-Instruct,PST,25pct,model.layers.0.mlp.gate_proj,21.1522
pruned,Llama-3.1-8b-Instruct,PST,25pct,model.layers.0.mlp.up_proj,17.0314
pruned,Llama-3.1-8b-Instruct,PST,25pct,model.layers.0.mlp.down_proj,1.3075
pruned,Llama-3.1-8b-Instruct,PST,25pct,model.layers.1.input_layernorm,10.5571
pruned,Llama-3.1-8b-Instruct,PST,25pct,model.layers.1.self_attn.q_proj,24.8832
pruned,Llama-3.1-8b-Instruct,PST,25pct,model.layers.1.self_attn.k_proj,21.8876
pruned,Llama-3.1-8b-Instruct,PST,25pct,model.layers.1.self_attn.v_proj,2.3466
pruned,Llama-3.1-8b-Instruct,PST,25pct,model.layers.1.self_attn.o_proj,0.4768
