type,name,pruned_on,sparsity,module,mean,std,min,max
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.3.input_layernorm,-0.0038,0.3361,-3.9414,3.5195
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.3.self_attn.q_proj,-0.0263,1.1008,-8.4219,6.8711
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.3.self_attn.k_proj,-0.0126,1.7887,-13.6172,14.0312
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.3.self_attn.v_proj,-0.0025,0.1845,-1.2393,1.2041
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.3.self_attn.o_proj,0.0001,0.0114,-0.0963,0.2866
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.3.post_attention_layernorm,-0.0020,0.2015,-6.7070,6.7734
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.3.mlp.gate_proj,-0.0746,0.1998,-3.0977,2.5781
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.3.mlp.up_proj,-0.0002,0.1529,-1.4619,1.4658
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.3.mlp.down_proj,0.0000,0.0237,-0.1750,0.4502
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.4.input_layernorm,-0.0022,0.3305,-3.8125,3.8438
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.4.self_attn.q_proj,-0.0039,1.1120,-8.5000,8.0000
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.4.self_attn.k_proj,-0.0267,1.8020,-15.4141,11.0469
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.4.self_attn.v_proj,0.0041,0.1869,-1.1475,1.3613
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.4.self_attn.o_proj,-0.0000,0.0200,-0.2017,0.1528
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.4.post_attention_layernorm,-0.0015,0.2287,-7.1602,8.4844
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.4.mlp.gate_proj,-0.1485,0.2509,-2.6172,1.6406
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.4.mlp.up_proj,-0.0018,0.1737,-1.8828,1.5479
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.4.mlp.down_proj,0.0003,0.0333,-0.1444,0.3838
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.5.input_layernorm,-0.0003,0.3909,-4.7031,4.1992
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.5.self_attn.q_proj,-0.0484,1.0994,-7.6797,9.2188
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.5.self_attn.k_proj,0.0021,1.8336,-10.8047,13.4062
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.5.self_attn.v_proj,0.0004,0.1876,-1.0654,1.0752
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.5.self_attn.o_proj,0.0001,0.0215,-0.1796,0.3909
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.5.post_attention_layernorm,0.0002,0.2455,-7.9375,8.9453
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.5.mlp.gate_proj,-0.1642,0.2657,-2.9082,2.2090
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.5.mlp.up_proj,0.0007,0.1870,-1.7471,2.6973
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.5.mlp.down_proj,-0.0003,0.0384,-0.2423,0.8115
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.6.input_layernorm,-0.0019,0.3706,-5.1953,5.1211
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.6.self_attn.q_proj,-0.0129,1.0359,-9.1250,7.2695
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.6.self_attn.k_proj,-0.0056,1.8304,-12.2266,12.8359
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.6.self_attn.v_proj,-0.0020,0.1855,-0.9790,1.2949
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.6.self_attn.o_proj,0.0007,0.0233,-0.2454,0.3389
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.6.post_attention_layernorm,0.0010,0.2563,-8.9688,9.9609
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.6.mlp.gate_proj,-0.1988,0.2843,-4.4492,2.2285
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.6.mlp.up_proj,-0.0002,0.1948,-1.8359,3.0332
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.6.mlp.down_proj,-0.0006,0.0411,-0.8115,0.6006
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.7.input_layernorm,-0.0022,0.3774,-5.7305,5.2461
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.7.self_attn.q_proj,0.0339,1.0420,-6.8867,7.6719
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.7.self_attn.k_proj,-0.0089,1.8944,-15.2734,10.7656
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.7.self_attn.v_proj,-0.0035,0.1996,-1.3809,1.4453
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.7.self_attn.o_proj,0.0002,0.0285,-0.2405,0.6177
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.7.post_attention_layernorm,-0.0005,0.2594,-8.8281,9.5547
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.7.mlp.gate_proj,-0.1987,0.2902,-2.8574,2.0156
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.7.mlp.up_proj,0.0003,0.2077,-2.2324,3.1719
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.7.mlp.down_proj,-0.0001,0.0437,-0.4065,0.8564
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.8.input_layernorm,-0.0027,0.4140,-6.6953,5.6406
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.8.self_attn.q_proj,-0.0077,0.9455,-7.8125,6.4883
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.8.self_attn.k_proj,0.0030,1.7623,-13.1562,11.5938
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.8.self_attn.v_proj,-0.0018,0.2209,-1.3242,1.2451
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.8.self_attn.o_proj,0.0002,0.0301,-0.8926,0.2656
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.8.post_attention_layernorm,0.0001,0.2672,-9.5938,9.7344
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.8.mlp.gate_proj,-0.1956,0.2963,-2.4629,2.2598
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.8.mlp.up_proj,0.0007,0.2113,-1.8887,2.4727
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.8.mlp.down_proj,0.0003,0.0469,-0.2142,1.3193
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.9.input_layernorm,0.0005,0.4033,-6.2773,6.9531
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.9.self_attn.q_proj,0.0247,0.8902,-6.4688,5.5000
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.9.self_attn.k_proj,0.0001,1.6192,-15.6094,9.1328
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.9.self_attn.v_proj,-0.0032,0.2412,-1.6885,1.8301
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.9.self_attn.o_proj,0.0007,0.0268,-0.5234,0.1848
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.9.post_attention_layernorm,0.0029,0.2672,-9.5938,9.8125
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.9.mlp.gate_proj,-0.1937,0.3035,-3.3398,1.8418
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.9.mlp.up_proj,-0.0001,0.2144,-3.5195,1.9180
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.9.mlp.down_proj,0.0001,0.0483,-0.2103,1.6357
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.10.input_layernorm,0.0031,0.4346,-7.0469,7.1914
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.10.self_attn.q_proj,-0.0095,0.9353,-6.3828,6.8672
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.10.self_attn.k_proj,-0.0475,1.6821,-13.6406,9.8359
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.10.self_attn.v_proj,0.0030,0.2323,-2.0547,1.2910
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.10.self_attn.o_proj,-0.0002,0.0273,-0.6846,0.1340
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.10.post_attention_layernorm,0.0022,0.2611,-8.4062,8.4766
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.10.mlp.gate_proj,-0.1976,0.2887,-2.6367,2.9824
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.10.mlp.up_proj,0.0001,0.2132,-2.6152,3.2715
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.10.mlp.down_proj,-0.0006,0.0494,-1.5654,1.6562
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.11.input_layernorm,0.0015,0.4332,-6.8711,8.0078
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.11.self_attn.q_proj,-0.0467,0.9214,-7.4219,6.1016
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.11.self_attn.k_proj,0.0085,1.6437,-13.2969,12.3906
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.11.self_attn.v_proj,0.0072,0.2192,-1.7109,1.5654
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.11.self_attn.o_proj,0.0002,0.0290,-0.1162,0.8950
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.11.post_attention_layernorm,0.0008,0.2687,-8.8906,9.2109
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.11.mlp.gate_proj,-0.1964,0.3001,-2.4492,2.2969
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.11.mlp.up_proj,0.0010,0.2194,-4.2500,3.8242
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.11.mlp.down_proj,0.0007,0.0489,-0.9062,0.4573
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.12.input_layernorm,0.0044,0.3954,-6.5898,6.8633
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.12.self_attn.q_proj,0.0417,0.9838,-8.3672,9.3125
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.12.self_attn.k_proj,-0.0185,1.7618,-14.3203,12.3828
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.12.self_attn.v_proj,-0.0021,0.2191,-1.6738,1.3887
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.12.self_attn.o_proj,0.0004,0.0337,-0.2629,1.0586
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.12.post_attention_layernorm,0.0031,0.2724,-9.8594,9.7422
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.12.mlp.gate_proj,-0.1901,0.3194,-3.6992,2.1953
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.12.mlp.up_proj,0.0008,0.2331,-3.4805,2.5527
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.12.mlp.down_proj,-0.0003,0.0527,-0.4294,0.6665
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.13.input_layernorm,0.0033,0.4497,-6.6055,8.2422
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.13.self_attn.q_proj,-0.0026,0.8015,-8.5312,5.8594
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.13.self_attn.k_proj,-0.0357,1.6001,-11.5156,11.0547
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.13.self_attn.v_proj,0.0043,0.2247,-1.4844,1.3701
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.13.self_attn.o_proj,0.0000,0.0265,-0.1790,0.6367
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.13.post_attention_layernorm,0.0021,0.2753,-9.4375,8.5625
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.13.mlp.gate_proj,-0.2176,0.3209,-5.8750,2.5938
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.13.mlp.up_proj,0.0002,0.2271,-3.8711,4.4922
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.13.mlp.down_proj,-0.0009,0.0532,-0.2314,0.5386
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.14.input_layernorm,0.0002,0.4657,-6.5156,7.5703
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.14.self_attn.q_proj,0.0374,0.8936,-6.2539,8.1875
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.14.self_attn.k_proj,0.0092,1.7516,-11.8125,13.3828
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.14.self_attn.v_proj,-0.0013,0.2447,-1.3945,1.4395
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.14.self_attn.o_proj,0.0007,0.0302,-0.3704,0.2280
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.14.post_attention_layernorm,0.0018,0.2895,-9.7188,8.6484
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.14.mlp.gate_proj,-0.2426,0.3663,-5.1133,4.0391
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.14.mlp.up_proj,0.0013,0.2292,-2.4805,2.0430
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.14.mlp.down_proj,-0.0000,0.0574,-0.3491,0.6421
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.15.input_layernorm,0.0033,0.4396,-5.4844,7.2812
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.15.self_attn.q_proj,-0.0071,0.9560,-9.1250,9.1484
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.15.self_attn.k_proj,0.0066,1.6530,-11.5391,11.2500
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.15.self_attn.v_proj,-0.0010,0.2505,-1.3359,1.7305
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.15.self_attn.o_proj,-0.0004,0.0305,-0.6514,0.1818
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.15.post_attention_layernorm,0.0009,0.2973,-9.2266,7.3125
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.15.mlp.gate_proj,-0.2911,0.3748,-5.4219,5.3555
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.15.mlp.up_proj,0.0001,0.2312,-2.1465,2.3848
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.15.mlp.down_proj,-0.0006,0.0657,-0.3601,1.4443
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.16.input_layernorm,0.0004,0.4549,-6.8828,7.5391
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.16.self_attn.q_proj,-0.0086,0.9338,-6.7031,7.8711
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.16.self_attn.k_proj,-0.0341,1.6901,-12.2734,14.8438
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.16.self_attn.v_proj,-0.0017,0.2610,-1.3506,1.8691
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.16.self_attn.o_proj,-0.0000,0.0338,-0.8145,0.5635
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.16.post_attention_layernorm,-0.0000,0.3011,-8.8984,6.6328
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.16.mlp.gate_proj,-0.2720,0.3655,-4.7461,6.0977
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.16.mlp.up_proj,-0.0015,0.2307,-3.5527,5.0117
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.16.mlp.down_proj,-0.0006,0.0732,-0.9521,2.1934
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.17.input_layernorm,-0.0012,0.4374,-6.0469,6.9609
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.17.self_attn.q_proj,0.0200,0.9541,-7.7148,8.0469
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.17.self_attn.k_proj,0.0227,1.5983,-11.0781,11.4062
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.17.self_attn.v_proj,-0.0023,0.2433,-1.2324,1.3311
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.17.self_attn.o_proj,-0.0000,0.0387,-1.7979,0.5010
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.17.post_attention_layernorm,-0.0012,0.3104,-8.3125,5.7109
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.17.mlp.gate_proj,-0.2820,0.3662,-4.6289,3.7988
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.17.mlp.up_proj,-0.0001,0.2378,-1.8604,3.3105
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.17.mlp.down_proj,0.0002,0.0813,-2.2441,1.5479
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.18.input_layernorm,0.0002,0.4483,-5.6250,6.4727
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.18.self_attn.q_proj,0.0253,0.8931,-6.7188,10.7500
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.18.self_attn.k_proj,0.0725,1.6387,-10.6953,11.7031
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.18.self_attn.v_proj,0.0002,0.3026,-1.5283,1.5508
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.18.self_attn.o_proj,0.0001,0.0214,-0.2035,0.5757
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.18.post_attention_layernorm,0.0000,0.3092,-7.5078,5.3750
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.18.mlp.gate_proj,-0.2458,0.3498,-4.7734,3.5059
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.18.mlp.up_proj,-0.0012,0.2382,-3.5195,2.2754
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.18.mlp.down_proj,-0.0007,0.0744,-2.0098,1.9814
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.19.input_layernorm,-0.0004,0.4453,-5.8203,6.7852
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.19.self_attn.q_proj,0.0137,0.9232,-6.9570,9.0312
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.19.self_attn.k_proj,-0.0150,1.5130,-11.5234,11.3281
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.19.self_attn.v_proj,-0.0033,0.3164,-1.5342,2.3320
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.19.self_attn.o_proj,-0.0008,0.0251,-0.2443,0.8140
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.19.post_attention_layernorm,-0.0021,0.3097,-7.9961,5.4141
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.19.mlp.gate_proj,-0.2265,0.3425,-4.6523,5.3398
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.19.mlp.up_proj,-0.0006,0.2381,-2.8359,1.9121
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.19.mlp.down_proj,0.0002,0.0715,-2.0527,0.5156
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.20.input_layernorm,-0.0013,0.4531,-5.8594,7.4492
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.20.self_attn.q_proj,0.0118,0.8912,-7.1602,9.0234
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.20.self_attn.k_proj,0.0064,1.5249,-9.6328,11.2031
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.20.self_attn.v_proj,0.0048,0.3049,-1.3486,2.2812
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.20.self_attn.o_proj,0.0003,0.0257,-0.6377,1.2598
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.20.post_attention_layernorm,-0.0008,0.3101,-8.1328,5.6797
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.20.mlp.gate_proj,-0.2097,0.3374,-3.7246,4.8828
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.20.mlp.up_proj,-0.0011,0.2371,-3.1367,2.7168
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.20.mlp.down_proj,-0.0003,0.0637,-0.9517,0.3000
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.21.input_layernorm,-0.0008,0.4438,-5.7148,6.9531
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.21.self_attn.q_proj,-0.0110,0.9901,-10.1484,13.6328
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.21.self_attn.k_proj,0.0214,1.5107,-11.6641,10.1172
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.21.self_attn.v_proj,-0.0011,0.2926,-1.7090,1.9980
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.21.self_attn.o_proj,-0.0004,0.0261,-0.4912,0.6372
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.21.post_attention_layernorm,-0.0016,0.3204,-7.8555,6.1367
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.21.mlp.gate_proj,-0.2185,0.3514,-4.6953,4.8789
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.21.mlp.up_proj,0.0002,0.2459,-4.1992,1.9385
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.21.mlp.down_proj,-0.0008,0.0743,-2.1309,0.3691
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.22.input_layernorm,-0.0018,0.4540,-5.7695,7.1914
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.22.self_attn.q_proj,-0.0203,0.9287,-13.2266,10.9375
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.22.self_attn.k_proj,-0.0157,1.5064,-11.2422,10.9922
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.22.self_attn.v_proj,-0.0021,0.3527,-2.1250,1.8359
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.22.self_attn.o_proj,-0.0000,0.0288,-0.9551,0.8003
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.22.post_attention_layernorm,-0.0015,0.3148,-8.2969,5.7930
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.22.mlp.gate_proj,-0.1956,0.3316,-3.7695,2.9238
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.22.mlp.up_proj,0.0004,0.2372,-1.8418,2.1914
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.22.mlp.down_proj,-0.0004,0.0618,-1.8916,0.2947
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.23.input_layernorm,-0.0017,0.4338,-5.8359,6.8398
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.23.self_attn.q_proj,0.0300,0.9239,-12.9062,12.2266
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.23.self_attn.k_proj,-0.0047,1.3973,-9.0703,12.4453
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.23.self_attn.v_proj,0.0091,0.3415,-2.0137,2.1367
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.23.self_attn.o_proj,-0.0002,0.0289,-0.7812,0.4614
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.23.post_attention_layernorm,-0.0015,0.3158,-7.8906,5.9414
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.23.mlp.gate_proj,-0.1777,0.3281,-3.6699,3.2598
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.23.mlp.up_proj,-0.0006,0.2371,-3.2656,1.7891
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.23.mlp.down_proj,-0.0003,0.0602,-1.8730,0.2876
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.24.input_layernorm,-0.0017,0.4432,-5.4531,7.0156
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.24.self_attn.q_proj,0.0188,0.9703,-12.2031,14.1250
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.24.self_attn.k_proj,0.0057,1.4798,-11.7891,10.6328
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.24.self_attn.v_proj,0.0014,0.4050,-3.3457,2.4062
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.24.self_attn.o_proj,-0.0014,0.0427,-1.0693,0.2573
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.24.post_attention_layernorm,-0.0028,0.3183,-8.3750,6.5117
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.24.mlp.gate_proj,-0.1828,0.3343,-3.8066,5.2500
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.24.mlp.up_proj,-0.0005,0.2411,-3.7676,2.4980
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.24.mlp.down_proj,-0.0005,0.0656,-1.2012,0.4268
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.25.input_layernorm,-0.0032,0.4449,-5.4375,7.0742
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.25.self_attn.q_proj,-0.0181,1.0546,-14.5312,14.1406
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.25.self_attn.k_proj,0.0022,1.5002,-16.0469,12.1328
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.25.self_attn.v_proj,-0.0088,0.4007,-2.4512,3.1836
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.25.self_attn.o_proj,0.0001,0.0349,-1.4785,0.2622
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.25.post_attention_layernorm,-0.0028,0.3275,-8.7188,6.9688
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.25.mlp.gate_proj,-0.1936,0.3530,-5.4688,3.6660
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.25.mlp.up_proj,-0.0007,0.2531,-2.8477,2.6621
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.25.mlp.down_proj,-0.0015,0.0691,-1.8643,0.2791
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.26.input_layernorm,-0.0044,0.4307,-5.3164,6.9883
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.26.self_attn.q_proj,0.0342,0.9282,-14.0781,11.8984
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.26.self_attn.k_proj,-0.0169,1.4483,-12.0547,12.0391
pruned,Llama-3.1-8b-Instruct,FPR,25pct,model.layers.26.self_attn.v_proj,0.0061,0.3529,-2.3574,2.6426
