type,name,pruned_on,sparsity,layer,mean,std,min,max,l2_norm,total_params,nonzero_params
pruned,Llama-3.1-8b-Instruct,FBT,25pct,model.layers.22.input_layernorm.weight,0.4779,0.0573,0.0752,1.1484,30.8040,4096,4096
pruned,Llama-3.1-8b-Instruct,FBT,25pct,model.layers.22.post_attention_layernorm.weight,0.4431,0.0454,0.0732,0.5234,28.5089,4096,4096
pruned,Llama-3.1-8b-Instruct,FBT,25pct,model.layers.23.self_attn.q_proj.weight,0.0000,0.0174,-0.2324,0.2295,71.3303,16777216,12582911
pruned,Llama-3.1-8b-Instruct,FBT,25pct,model.layers.23.self_attn.k_proj.weight,0.0000,0.0254,-0.3086,0.4707,52.0164,4194304,3145724
pruned,Llama-3.1-8b-Instruct,FBT,25pct,model.layers.23.self_attn.v_proj.weight,-0.0000,0.0122,-0.1230,0.0947,24.9181,4194304,3145728
pruned,Llama-3.1-8b-Instruct,FBT,25pct,model.layers.23.self_attn.o_proj.weight,0.0000,0.0116,-0.3789,0.3867,47.4643,16777216,12582912
pruned,Llama-3.1-8b-Instruct,FBT,25pct,model.layers.23.mlp.gate_proj.weight,-0.0000,0.0152,-0.4512,0.3496,116.6632,58720256,44040176
pruned,Llama-3.1-8b-Instruct,FBT,25pct,model.layers.23.mlp.up_proj.weight,0.0000,0.0120,-0.1953,0.1943,91.8175,58720256,44040174
pruned,Llama-3.1-8b-Instruct,FBT,25pct,model.layers.23.mlp.down_proj.weight,-0.0000,0.0119,-0.5117,0.6367,91.4551,58720256,44040192
pruned,Llama-3.1-8b-Instruct,FBT,25pct,model.layers.23.input_layernorm.weight,0.4900,0.0510,0.0698,1.0391,31.5272,4096,4096
pruned,Llama-3.1-8b-Instruct,FBT,25pct,model.layers.23.post_attention_layernorm.weight,0.4561,0.0468,0.0854,0.5352,29.3409,4096,4096
pruned,Llama-3.1-8b-Instruct,FBT,25pct,model.layers.24.self_attn.q_proj.weight,0.0000,0.0171,-0.2129,0.2412,70.1424,16777216,12582912
pruned,Llama-3.1-8b-Instruct,FBT,25pct,model.layers.24.self_attn.k_proj.weight,-0.0000,0.0242,-0.3223,0.3281,49.5504,4194304,3145728
pruned,Llama-3.1-8b-Instruct,FBT,25pct,model.layers.24.self_attn.v_proj.weight,-0.0000,0.0133,-0.1113,0.1191,27.1802,4194304,3145728
pruned,Llama-3.1-8b-Instruct,FBT,25pct,model.layers.24.self_attn.o_proj.weight,0.0000,0.0120,-0.1875,0.2988,49.2012,16777216,12582906
pruned,Llama-3.1-8b-Instruct,FBT,25pct,model.layers.24.mlp.gate_proj.weight,-0.0000,0.0153,-0.5234,0.3574,117.0803,58720256,44040161
pruned,Llama-3.1-8b-Instruct,FBT,25pct,model.layers.24.mlp.up_proj.weight,-0.0000,0.0120,-0.3535,0.2930,92.1264,58720256,44040178
pruned,Llama-3.1-8b-Instruct,FBT,25pct,model.layers.24.mlp.down_proj.weight,-0.0000,0.0120,-0.3555,0.5977,91.8131,58720256,44040190
pruned,Llama-3.1-8b-Instruct,FBT,25pct,model.layers.24.input_layernorm.weight,0.4929,0.0638,0.0649,1.1406,31.8081,4096,4096
pruned,Llama-3.1-8b-Instruct,FBT,25pct,model.layers.24.post_attention_layernorm.weight,0.4712,0.0477,0.0581,0.5312,30.3082,4096,4096
pruned,Llama-3.1-8b-Instruct,FBT,25pct,model.layers.25.self_attn.q_proj.weight,-0.0000,0.0169,-0.2314,0.2227,69.1233,16777216,12582912
pruned,Llama-3.1-8b-Instruct,FBT,25pct,model.layers.25.self_attn.k_proj.weight,0.0000,0.0241,-0.4336,0.3359,49.4170,4194304,3145728
pruned,Llama-3.1-8b-Instruct,FBT,25pct,model.layers.25.self_attn.v_proj.weight,-0.0000,0.0133,-0.1289,0.1348,27.3055,4194304,3145725
pruned,Llama-3.1-8b-Instruct,FBT,25pct,model.layers.25.self_attn.o_proj.weight,0.0000,0.0121,-0.3555,0.3887,49.6077,16777216,12582908
pruned,Llama-3.1-8b-Instruct,FBT,25pct,model.layers.25.mlp.gate_proj.weight,-0.0000,0.0154,-0.3672,0.2832,117.8264,58720256,44040160
pruned,Llama-3.1-8b-Instruct,FBT,25pct,model.layers.25.mlp.up_proj.weight,-0.0000,0.0121,-0.2158,0.2344,92.7559,58720256,44040180
pruned,Llama-3.1-8b-Instruct,FBT,25pct,model.layers.25.mlp.down_proj.weight,0.0000,0.0121,-0.2852,0.7070,92.4383,58720256,44040189
pruned,Llama-3.1-8b-Instruct,FBT,25pct,model.layers.25.input_layernorm.weight,0.5040,0.0626,0.0669,1.1562,32.5023,4096,4096
pruned,Llama-3.1-8b-Instruct,FBT,25pct,model.layers.25.post_attention_layernorm.weight,0.4880,0.0479,0.0684,0.5703,31.3826,4096,4096
pruned,Llama-3.1-8b-Instruct,FBT,25pct,model.layers.26.self_attn.q_proj.weight,-0.0000,0.0170,-0.2197,0.2324,69.5132,16777216,12582904
pruned,Llama-3.1-8b-Instruct,FBT,25pct,model.layers.26.self_attn.k_proj.weight,-0.0000,0.0248,-0.3535,0.3359,50.8087,4194304,3145727
pruned,Llama-3.1-8b-Instruct,FBT,25pct,model.layers.26.self_attn.v_proj.weight,-0.0000,0.0139,-0.1992,0.1348,28.5003,4194304,3145728
pruned,Llama-3.1-8b-Instruct,FBT,25pct,model.layers.26.self_attn.o_proj.weight,0.0000,0.0123,-0.2656,0.3398,50.2849,16777216,12582912
pruned,Llama-3.1-8b-Instruct,FBT,25pct,model.layers.26.mlp.gate_proj.weight,-0.0000,0.0155,-0.3965,0.4238,118.5930,58720256,44040178
pruned,Llama-3.1-8b-Instruct,FBT,25pct,model.layers.26.mlp.up_proj.weight,-0.0000,0.0122,-0.2490,0.3320,93.3956,58720256,44040165
pruned,Llama-3.1-8b-Instruct,FBT,25pct,model.layers.26.mlp.down_proj.weight,-0.0000,0.0121,-0.4141,0.6992,93.0835,58720256,44040191
pruned,Llama-3.1-8b-Instruct,FBT,25pct,model.layers.26.input_layernorm.weight,0.4812,0.0703,0.0679,1.2031,31.1234,4096,4096
pruned,Llama-3.1-8b-Instruct,FBT,25pct,model.layers.26.post_attention_layernorm.weight,0.5069,0.0463,0.0542,0.5547,32.5788,4096,4096
pruned,Llama-3.1-8b-Instruct,FBT,25pct,model.layers.27.self_attn.q_proj.weight,-0.0000,0.0167,-0.2246,0.2207,68.3338,16777216,12582911
pruned,Llama-3.1-8b-Instruct,FBT,25pct,model.layers.27.self_attn.k_proj.weight,-0.0000,0.0245,-0.4082,0.3926,50.1684,4194304,3145728
pruned,Llama-3.1-8b-Instruct,FBT,25pct,model.layers.27.self_attn.v_proj.weight,-0.0000,0.0149,-0.2031,0.2578,30.4769,4194304,3145728
pruned,Llama-3.1-8b-Instruct,FBT,25pct,model.layers.27.self_attn.o_proj.weight,0.0000,0.0125,-0.3145,0.4844,51.2903,16777216,12582906
pruned,Llama-3.1-8b-Instruct,FBT,25pct,model.layers.27.mlp.gate_proj.weight,-0.0000,0.0156,-0.4121,0.3594,119.4779,58720256,44040191
pruned,Llama-3.1-8b-Instruct,FBT,25pct,model.layers.27.mlp.up_proj.weight,-0.0000,0.0123,-0.1953,0.2148,94.3894,58720256,44040191
pruned,Llama-3.1-8b-Instruct,FBT,25pct,model.layers.27.mlp.down_proj.weight,0.0000,0.0122,-0.5312,0.3516,93.8874,58720256,44040191
pruned,Llama-3.1-8b-Instruct,FBT,25pct,model.layers.27.input_layernorm.weight,0.5164,0.0786,-0.0435,1.2500,33.4283,4096,4096
pruned,Llama-3.1-8b-Instruct,FBT,25pct,model.layers.27.post_attention_layernorm.weight,0.5290,0.0460,0.0664,0.5742,33.9831,4096,4096
pruned,Llama-3.1-8b-Instruct,FBT,25pct,model.layers.28.self_attn.q_proj.weight,0.0000,0.0166,-0.2695,0.2793,68.1548,16777216,12582907
pruned,Llama-3.1-8b-Instruct,FBT,25pct,model.layers.28.self_attn.k_proj.weight,0.0000,0.0233,-0.3008,0.2832,47.7367,4194304,3145727
pruned,Llama-3.1-8b-Instruct,FBT,25pct,model.layers.28.self_attn.v_proj.weight,0.0000,0.0154,-0.1699,0.1416,31.5198,4194304,3145728
pruned,Llama-3.1-8b-Instruct,FBT,25pct,model.layers.28.self_attn.o_proj.weight,0.0000,0.0129,-0.5273,0.6211,53.0417,16777216,12582912
pruned,Llama-3.1-8b-Instruct,FBT,25pct,model.layers.28.mlp.gate_proj.weight,-0.0000,0.0155,-0.4141,0.4902,118.7772,58720256,44040190
pruned,Llama-3.1-8b-Instruct,FBT,25pct,model.layers.28.mlp.up_proj.weight,-0.0000,0.0125,-0.3926,0.2656,96.0591,58720256,44040189
pruned,Llama-3.1-8b-Instruct,FBT,25pct,model.layers.28.mlp.down_proj.weight,-0.0000,0.0124,-0.6680,0.5547,95.1690,58720256,44040183
pruned,Llama-3.1-8b-Instruct,FBT,25pct,model.layers.28.input_layernorm.weight,0.5080,0.0719,0.1006,1.2891,32.8370,4096,4096
pruned,Llama-3.1-8b-Instruct,FBT,25pct,model.layers.28.post_attention_layernorm.weight,0.5530,0.0412,0.0767,0.6055,35.4879,4096,4096
pruned,Llama-3.1-8b-Instruct,FBT,25pct,model.layers.29.self_attn.q_proj.weight,-0.0000,0.0166,-0.3086,0.2793,68.0125,16777216,12582907
pruned,Llama-3.1-8b-Instruct,FBT,25pct,model.layers.29.self_attn.k_proj.weight,-0.0000,0.0244,-0.4004,0.3379,50.0534,4194304,3145728
pruned,Llama-3.1-8b-Instruct,FBT,25pct,model.layers.29.self_attn.v_proj.weight,0.0000,0.0159,-0.2539,0.1914,32.6591,4194304,3145728
pruned,Llama-3.1-8b-Instruct,FBT,25pct,model.layers.29.self_attn.o_proj.weight,-0.0000,0.0133,-0.3027,0.3535,54.3478,16777216,12582906
pruned,Llama-3.1-8b-Instruct,FBT,25pct,model.layers.29.mlp.gate_proj.weight,-0.0000,0.0155,-0.4727,0.4648,118.5279,58720256,44040179
pruned,Llama-3.1-8b-Instruct,FBT,25pct,model.layers.29.mlp.up_proj.weight,0.0000,0.0128,-0.3008,0.3867,98.2271,58720256,44040188
pruned,Llama-3.1-8b-Instruct,FBT,25pct,model.layers.29.mlp.down_proj.weight,-0.0000,0.0126,-0.6797,0.7344,96.4283,58720256,44040181
pruned,Llama-3.1-8b-Instruct,FBT,25pct,model.layers.29.input_layernorm.weight,0.5351,0.0647,-0.0479,1.1953,34.4990,4096,4096
pruned,Llama-3.1-8b-Instruct,FBT,25pct,model.layers.29.post_attention_layernorm.weight,0.5646,0.0392,0.0903,0.6211,36.2238,4096,4096
pruned,Llama-3.1-8b-Instruct,FBT,25pct,model.layers.30.self_attn.q_proj.weight,0.0000,0.0158,-0.2354,0.2637,64.7185,16777216,12582907
pruned,Llama-3.1-8b-Instruct,FBT,25pct,model.layers.30.self_attn.k_proj.weight,0.0000,0.0213,-0.3125,0.3594,43.6484,4194304,3145728
pruned,Llama-3.1-8b-Instruct,FBT,25pct,model.layers.30.self_attn.v_proj.weight,-0.0000,0.0190,-0.1943,0.2070,38.8148,4194304,3145728
pruned,Llama-3.1-8b-Instruct,FBT,25pct,model.layers.30.self_attn.o_proj.weight,0.0000,0.0142,-0.2617,0.2832,58.1250,16777216,12582910
pruned,Llama-3.1-8b-Instruct,FBT,25pct,model.layers.30.mlp.gate_proj.weight,-0.0000,0.0160,-0.5859,0.5781,122.6136,58720256,44040188
pruned,Llama-3.1-8b-Instruct,FBT,25pct,model.layers.30.mlp.up_proj.weight,-0.0000,0.0131,-0.3867,0.3477,100.2393,58720256,44040175
pruned,Llama-3.1-8b-Instruct,FBT,25pct,model.layers.30.mlp.down_proj.weight,0.0000,0.0126,-0.4277,0.4336,96.5961,58720256,44040188
pruned,Llama-3.1-8b-Instruct,FBT,25pct,model.layers.30.input_layernorm.weight,0.5021,0.1027,0.0981,1.4141,32.8016,4096,4096
pruned,Llama-3.1-8b-Instruct,FBT,25pct,model.layers.30.post_attention_layernorm.weight,0.5708,0.0442,0.0840,0.9023,36.6396,4096,4096
pruned,Llama-3.1-8b-Instruct,FBT,25pct,model.layers.31.self_attn.q_proj.weight,0.0000,0.0173,-0.4199,0.4023,70.9520,16777216,12582911
pruned,Llama-3.1-8b-Instruct,FBT,25pct,model.layers.31.self_attn.k_proj.weight,0.0000,0.0236,-0.3906,0.5703,48.2510,4194304,3145727
pruned,Llama-3.1-8b-Instruct,FBT,25pct,model.layers.31.self_attn.v_proj.weight,-0.0000,0.0167,-0.3125,0.2188,34.2730,4194304,3145725
pruned,Llama-3.1-8b-Instruct,FBT,25pct,model.layers.31.self_attn.o_proj.weight,0.0000,0.0139,-0.4375,0.4316,56.8932,16777216,12582912
pruned,Llama-3.1-8b-Instruct,FBT,25pct,model.layers.31.mlp.gate_proj.weight,-0.0000,0.0182,-0.7695,0.6094,139.2268,58720256,44040180
pruned,Llama-3.1-8b-Instruct,FBT,25pct,model.layers.31.mlp.up_proj.weight,-0.0000,0.0150,-0.6719,0.4199,114.6104,58720256,44040191
pruned,Llama-3.1-8b-Instruct,FBT,25pct,model.layers.31.mlp.down_proj.weight,-0.0000,0.0129,-0.5469,0.4883,98.5811,58720256,44040186
pruned,Llama-3.1-8b-Instruct,FBT,25pct,model.layers.31.input_layernorm.weight,0.4382,0.0883,0.0708,1.0547,28.6094,4096,4096
pruned,Llama-3.1-8b-Instruct,FBT,25pct,model.layers.31.post_attention_layernorm.weight,0.4794,0.0655,0.0435,1.3750,30.9687,4096,4096
pruned,Llama-3.1-8b-Instruct,FBT,25pct,model.norm.weight,2.3445,0.1821,0.2676,2.9375,150.5001,4096,4096
pruned,Llama-3.1-8b-Instruct,FBT,25pct,lm_head.weight,-0.0000,0.0143,-0.3477,0.3594,325.1328,525336576,525335667
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.embed_tokens.weight,0.0000,0.0106,-0.1025,0.2480,240.9827,525336576,524244643
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.0.self_attn.q_proj.weight,-0.0000,0.0186,-0.7461,0.6641,76.2180,16777216,8388596
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.0.self_attn.k_proj.weight,-0.0000,0.0268,-0.6445,0.6992,54.8877,4194304,2097152
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.0.self_attn.v_proj.weight,-0.0000,0.0069,-0.0610,0.0605,14.1224,4194304,2097151
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.0.self_attn.o_proj.weight,-0.0000,0.0078,-0.3887,0.4629,31.8143,16777216,8388608
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.0.mlp.gate_proj.weight,0.0000,0.0123,-0.5977,0.4121,94.6153,58720256,29360087
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.0.mlp.up_proj.weight,-0.0000,0.0113,-0.1602,0.1963,86.6461,58720256,29360086
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.0.mlp.down_proj.weight,-0.0000,0.0112,-0.6133,0.6133,86.0263,58720256,29360123
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.0.input_layernorm.weight,0.0708,0.1214,-0.2109,1.0859,8.9945,4096,4096
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.0.post_attention_layernorm.weight,0.1338,0.0120,-0.0001,0.2344,8.5954,4096,4096
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.1.self_attn.q_proj.weight,0.0000,0.0189,-0.5352,0.4746,77.3340,16777216,8388605
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.1.self_attn.k_proj.weight,-0.0000,0.0268,-0.3555,0.3516,54.9501,4194304,2097152
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.1.self_attn.v_proj.weight,0.0000,0.0085,-0.0967,0.0771,17.3913,4194304,2097151
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.1.self_attn.o_proj.weight,-0.0000,0.0089,-0.3926,0.4141,36.3850,16777216,8388600
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.1.mlp.gate_proj.weight,-0.0000,0.0125,-0.4512,0.5273,95.7520,58720256,29360099
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.1.mlp.up_proj.weight,0.0000,0.0115,-0.4629,0.4258,88.1392,58720256,29360083
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.1.mlp.down_proj.weight,-0.0000,0.0114,-0.6172,0.7070,87.3884,58720256,29360128
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.1.input_layernorm.weight,0.1052,0.0812,-0.0125,0.8906,8.5055,4096,4095
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.1.post_attention_layernorm.weight,0.1669,0.0222,-0.0001,0.2812,10.7730,4096,4096
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.2.self_attn.q_proj.weight,-0.0000,0.0181,-0.2617,0.2539,74.2621,16777216,8388608
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.2.self_attn.k_proj.weight,-0.0000,0.0273,-0.3145,0.3496,55.9034,4194304,2097151
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.2.self_attn.v_proj.weight,-0.0000,0.0071,-0.0503,0.0586,14.5308,4194304,2097149
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.2.self_attn.o_proj.weight,0.0000,0.0084,-0.3398,0.3457,34.2949,16777216,8388599
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.2.mlp.gate_proj.weight,-0.0000,0.0128,-0.2734,0.3242,98.1563,58720256,29360071
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.2.mlp.up_proj.weight,-0.0000,0.0115,-0.2480,0.2471,87.7753,58720256,29360121
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.2.mlp.down_proj.weight,0.0000,0.0114,-0.6055,0.4160,87.4577,58720256,29360121
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.2.input_layernorm.weight,0.3053,0.0984,-0.0012,0.8438,20.5290,4096,4096
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.2.post_attention_layernorm.weight,0.2082,0.0296,-0.0001,0.2295,13.4585,4096,4096
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.3.self_attn.q_proj.weight,-0.0000,0.0182,-0.2188,0.2100,74.4868,16777216,8388608
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.3.self_attn.k_proj.weight,-0.0000,0.0272,-0.2734,0.2832,55.6323,4194304,2097152
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.3.self_attn.v_proj.weight,-0.0000,0.0084,-0.0918,0.1357,17.1360,4194304,2097150
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.3.self_attn.o_proj.weight,0.0000,0.0093,-0.3770,0.3008,38.1386,16777216,8388596
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.3.mlp.gate_proj.weight,-0.0000,0.0135,-0.3711,0.5078,103.4403,58720256,29360082
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.3.mlp.up_proj.weight,-0.0000,0.0113,-0.2266,0.2754,86.3600,58720256,29360107
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.3.mlp.down_proj.weight,-0.0000,0.0112,-0.5469,0.3906,85.5320,58720256,29360122
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.3.input_layernorm.weight,0.3462,0.0358,0.0024,0.6445,22.2752,4096,4096
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.3.post_attention_layernorm.weight,0.2334,0.0278,-0.0001,0.2617,15.0454,4096,4096
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.4.self_attn.q_proj.weight,-0.0000,0.0180,-0.3223,0.3301,73.6910,16777216,8388597
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.4.self_attn.k_proj.weight,-0.0000,0.0267,-0.3359,0.3359,54.7388,4194304,2097152
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.4.self_attn.v_proj.weight,-0.0000,0.0090,-0.0732,0.0742,18.3893,4194304,2097149
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.4.self_attn.o_proj.weight,0.0000,0.0096,-0.3574,0.2754,39.1731,16777216,8388603
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.4.mlp.gate_proj.weight,-0.0000,0.0142,-0.3164,0.3926,108.5433,58720256,29360108
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.4.mlp.up_proj.weight,-0.0000,0.0110,-0.2852,0.3047,84.5354,58720256,29360097
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.4.mlp.down_proj.weight,0.0000,0.0109,-0.6562,0.5078,83.7871,58720256,29360119
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.4.input_layernorm.weight,0.3062,0.0523,-0.0222,0.7031,19.8780,4096,4096
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.4.post_attention_layernorm.weight,0.2563,0.0257,0.0000,0.2793,16.4830,4096,4096
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.5.self_attn.q_proj.weight,-0.0000,0.0179,-0.2578,0.2236,73.4411,16777216,8388607
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.5.self_attn.k_proj.weight,-0.0000,0.0268,-0.4980,0.5273,54.9619,4194304,2097149
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.5.self_attn.v_proj.weight,-0.0000,0.0075,-0.1069,0.1357,15.3331,4194304,2097152
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.5.self_attn.o_proj.weight,-0.0000,0.0089,-0.3477,0.2871,36.6158,16777216,8388606
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.5.mlp.gate_proj.weight,0.0000,0.0141,-0.4180,0.3086,108.2852,58720256,29360114
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.5.mlp.up_proj.weight,0.0000,0.0111,-0.3555,0.4277,85.0033,58720256,29360076
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.5.mlp.down_proj.weight,-0.0000,0.0110,-0.6016,0.5820,84.1305,58720256,29360124
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.5.input_layernorm.weight,0.3550,0.0709,0.0811,0.8203,23.1702,4096,4096
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.5.post_attention_layernorm.weight,0.2760,0.0281,-0.0000,0.3066,17.7530,4096,4096
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.6.self_attn.q_proj.weight,0.0000,0.0182,-0.2480,0.2734,74.7384,16777216,8388599
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.6.self_attn.k_proj.weight,-0.0000,0.0267,-0.2871,0.2656,54.7323,4194304,2097150
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.6.self_attn.v_proj.weight,0.0000,0.0081,-0.0522,0.0596,16.6170,4194304,2097150
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.6.self_attn.o_proj.weight,0.0000,0.0094,-0.3594,0.6953,38.5611,16777216,8388607
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.6.mlp.gate_proj.weight,0.0000,0.0142,-0.3203,0.4668,108.7165,58720256,29360114
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.6.mlp.up_proj.weight,0.0000,0.0111,-0.2168,0.3008,84.9785,58720256,29360104
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.6.mlp.down_proj.weight,-0.0000,0.0110,-0.6602,0.5469,84.1065,58720256,29360128
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.6.input_layernorm.weight,0.3558,0.0505,0.0879,0.7969,23.0024,4096,4096
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.6.post_attention_layernorm.weight,0.2857,0.0263,-0.0001,0.3301,18.3621,4096,4096
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.7.self_attn.q_proj.weight,0.0000,0.0176,-0.2539,0.2305,72.0180,16777216,8388599
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.7.self_attn.k_proj.weight,0.0000,0.0270,-0.2676,0.2236,55.2591,4194304,2097150
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.7.self_attn.v_proj.weight,0.0000,0.0080,-0.0581,0.0781,16.4282,4194304,2097152
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.7.self_attn.o_proj.weight,-0.0000,0.0096,-0.2773,0.3184,39.1478,16777216,8388598
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.7.mlp.gate_proj.weight,0.0000,0.0139,-0.3027,0.4102,106.8237,58720256,29360117
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.7.mlp.up_proj.weight,-0.0000,0.0112,-0.2871,0.2754,86.0768,58720256,29360115
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.7.mlp.down_proj.weight,0.0000,0.0111,-0.6406,0.5195,85.3024,58720256,29360124
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.7.input_layernorm.weight,0.3672,0.0456,0.0918,0.8633,23.6805,4096,4096
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.7.post_attention_layernorm.weight,0.2874,0.0255,0.0386,0.3223,18.4636,4096,4096
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.8.self_attn.q_proj.weight,-0.0000,0.0176,-0.4531,0.4043,72.0899,16777216,8388608
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.8.self_attn.k_proj.weight,-0.0000,0.0267,-0.4551,0.4414,54.5827,4194304,2097152
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.8.self_attn.v_proj.weight,-0.0000,0.0085,-0.0693,0.0854,17.3870,4194304,2097152
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.8.self_attn.o_proj.weight,0.0000,0.0098,-0.3926,0.3887,40.0025,16777216,8388602
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.8.mlp.gate_proj.weight,-0.0000,0.0140,-0.3262,0.3008,107.1630,58720256,29360096
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.8.mlp.up_proj.weight,-0.0000,0.0112,-0.2930,0.2773,85.7840,58720256,29360119
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.8.mlp.down_proj.weight,-0.0000,0.0111,-0.6406,0.7344,85.1491,58720256,29360125
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.8.input_layernorm.weight,0.3941,0.0526,0.1279,0.9414,25.4439,4096,4096
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.8.post_attention_layernorm.weight,0.2924,0.0280,0.0000,0.3594,18.7975,4096,4096
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.9.self_attn.q_proj.weight,-0.0000,0.0176,-0.2148,0.2490,72.0246,16777216,8388603
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.9.self_attn.k_proj.weight,-0.0000,0.0265,-0.2891,0.3691,54.3121,4194304,2097152
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.9.self_attn.v_proj.weight,-0.0000,0.0099,-0.0977,0.0840,20.1983,4194304,2097151
pruned,Llama-3.1-8b-Instruct,FBT,50pct,model.layers.9.self_attn.o_proj.weight,0.0000,0.0104,-0.3574,0.2852,42.7096,16777216,8388603
